id,polygon,income,household_size,vehicles,number_of_workers
2881,"POLYGON ((-9235568.810427062 4858518.303850975, -9235588.810427062 4858538.303850975, -9235608.810427062 4858518.303850975, -9235568.810427062 4858518.303850975, -9235608.810427062 4858518.303850975, -9235608.810427062 4858488.303850975, -9235593.810427062 4858488.303850975, -9235593.810427062 4858503.303850975, -9235583.810427062 4858503.303850975, -9235583.810427062 4858488.303850975, -9235593.810427062 4858488.303850975, -9235568.810427062 4858488.303850975, -9235568.810427062 4858518.303850975))",12000,2,1,1
2882,"POLYGON ((-9235518.898569072 4858634.546145256, -9235538.898569072 4858654.546145256, -9235558.898569072 4858634.546145256, -9235518.898569072 4858634.546145256, -9235558.898569072 4858634.546145256, -9235558.898569072 4858604.546145256, -9235543.898569072 4858604.546145256, -9235543.898569072 4858619.546145256, -9235533.898569072 4858619.546145256, -9235533.898569072 4858604.546145256, -9235543.898569072 4858604.546145256, -9235518.898569072 4858604.546145256, -9235518.898569072 4858634.546145256))",57000,4,1,1
2883,"POLYGON ((-9233957.3162173 4859078.518647626, -9233977.3162173 4859098.518647626, -9233997.3162173 4859078.518647626, -9233957.3162173 4859078.518647626, -9233997.3162173 4859078.518647626, -9233997.3162173 4859048.518647626, -9233982.3162173 4859048.518647626, -9233982.3162173 4859063.518647626, -9233972.3162173 4859063.518647626, -9233972.3162173 4859048.518647626, -9233982.3162173 4859048.518647626, -9233957.3162173 4859048.518647626, -9233957.3162173 4859078.518647626))",67000,3,1,3
2884,"POLYGON ((-9235165.428751102 4858722.643114942, -9235185.428751102 4858742.643114942, -9235205.428751102 4858722.643114942, -9235165.428751102 4858722.643114942, -9235205.428751102 4858722.643114942, -9235205.428751102 4858692.643114942, -9235190.428751102 4858692.643114942, -9235190.428751102 4858707.643114942, -9235180.428751102 4858707.643114942, -9235180.428751102 4858692.643114942, -9235190.428751102 4858692.643114942, -9235165.428751102 4858692.643114942, -9235165.428751102 4858722.643114942))",29000,2,1,2
2885,"POLYGON ((-9234676.383998768 4858591.898913498, -9234696.383998768 4858611.898913498, -9234716.383998768 4858591.898913498, -9234676.383998768 4858591.898913498, -9234716.383998768 4858591.898913498, -9234716.383998768 4858561.898913498, -9234701.383998768 4858561.898913498, -9234701.383998768 4858576.898913498, -9234691.383998768 4858576.898913498, -9234691.383998768 4858561.898913498, -9234701.383998768 4858561.898913498, -9234676.383998768 4858561.898913498, -9234676.383998768 4858591.898913498))",14000,4,1,0
2886,"POLYGON ((-9234361.07044484 4858562.734401811, -9234381.07044484 4858582.734401811, -9234401.07044484 4858562.734401811, -9234361.07044484 4858562.734401811, -9234401.07044484 4858562.734401811, -9234401.07044484 4858532.734401811, -9234386.07044484 4858532.734401811, -9234386.07044484 4858547.734401811, -9234376.07044484 4858547.734401811, -9234376.07044484 4858532.734401811, -9234386.07044484 4858532.734401811, -9234361.07044484 4858532.734401811, -9234361.07044484 4858562.734401811))",68000,3,1,1
2887,"POLYGON ((-9235798.011816619 4859171.940675596, -9235818.011816619 4859191.940675596, -9235838.011816619 4859171.940675596, -9235798.011816619 4859171.940675596, -9235838.011816619 4859171.940675596, -9235838.011816619 4859141.940675596, -9235823.011816619 4859141.940675596, -9235823.011816619 4859156.940675596, -9235813.011816619 4859156.940675596, -9235813.011816619 4859141.940675596, -9235823.011816619 4859141.940675596, -9235798.011816619 4859141.940675596, -9235798.011816619 4859171.940675596))",82000,4,2,2
2888,"POLYGON ((-9235871.519064547 4859057.985878168, -9235891.519064547 4859077.985878168, -9235911.519064547 4859057.985878168, -9235871.519064547 4859057.985878168, -9235911.519064547 4859057.985878168, -9235911.519064547 4859027.985878168, -9235896.519064547 4859027.985878168, -9235896.519064547 4859042.985878168, -9235886.519064547 4859042.985878168, -9235886.519064547 4859027.985878168, -9235896.519064547 4859027.985878168, -9235871.519064547 4859027.985878168, -9235871.519064547 4859057.985878168))",123000,2,0,2
2889,"POLYGON ((-9235873.733424839 4858964.757352838, -9235893.733424839 4858984.757352838, -9235913.733424839 4858964.757352838, -9235873.733424839 4858964.757352838, -9235913.733424839 4858964.757352838, -9235913.733424839 4858934.757352838, -9235898.733424839 4858934.757352838, -9235898.733424839 4858949.757352838, -9235888.733424839 4858949.757352838, -9235888.733424839 4858934.757352838, -9235898.733424839 4858934.757352838, -9235873.733424839 4858934.757352838, -9235873.733424839 4858964.757352838))",13000,3,1,1
2890,"POLYGON ((-9235790.653446017 4858973.751717177, -9235810.653446017 4858993.751717177, -9235830.653446017 4858973.751717177, -9235790.653446017 4858973.751717177, -9235830.653446017 4858973.751717177, -9235830.653446017 4858943.751717177, -9235815.653446017 4858943.751717177, -9235815.653446017 4858958.751717177, -9235805.653446017 4858958.751717177, -9235805.653446017 4858943.751717177, -9235815.653446017 4858943.751717177, -9235790.653446017 4858943.751717177, -9235790.653446017 4858973.751717177))",107000,1,1,1
2891,"POLYGON ((-9235638.806169635 4859035.772454679, -9235658.806169635 4859055.772454679, -9235678.806169635 4859035.772454679, -9235638.806169635 4859035.772454679, -9235678.806169635 4859035.772454679, -9235678.806169635 4859005.772454679, -9235663.806169635 4859005.772454679, -9235663.806169635 4859020.772454679, -9235653.806169635 4859020.772454679, -9235653.806169635 4859005.772454679, -9235663.806169635 4859005.772454679, -9235638.806169635 4859005.772454679, -9235638.806169635 4859035.772454679))",56000,3,1,1
2892,"POLYGON ((-9235712.929279463 4859017.558257537, -9235732.929279463 4859037.558257537, -9235752.929279463 4859017.558257537, -9235712.929279463 4859017.558257537, -9235752.929279463 4859017.558257537, -9235752.929279463 4858987.558257537, -9235737.929279463 4858987.558257537, -9235737.929279463 4859002.558257537, -9235727.929279463 4859002.558257537, -9235727.929279463 4858987.558257537, -9235737.929279463 4858987.558257537, -9235712.929279463 4858987.558257537, -9235712.929279463 4859017.558257537))",163000,2,2,1
2893,"POLYGON ((-9235517.391077943 4858966.547660773, -9235537.391077943 4858986.547660773, -9235557.391077943 4858966.547660773, -9235517.391077943 4858966.547660773, -9235557.391077943 4858966.547660773, -9235557.391077943 4858936.547660773, -9235542.391077943 4858936.547660773, -9235542.391077943 4858951.547660773, -9235532.391077943 4858951.547660773, -9235532.391077943 4858936.547660773, -9235542.391077943 4858936.547660773, -9235517.391077943 4858936.547660773, -9235517.391077943 4858966.547660773))",109000,1,0,0
2894,"POLYGON ((-9235580.483665 4859023.273766075, -9235600.483665 4859043.273766075, -9235620.483665 4859023.273766075, -9235580.483665 4859023.273766075, -9235620.483665 4859023.273766075, -9235620.483665 4858993.273766075, -9235605.483665 4858993.273766075, -9235605.483665 4859008.273766075, -9235595.483665 4859008.273766075, -9235595.483665 4858993.273766075, -9235605.483665 4858993.273766075, -9235580.483665 4858993.273766075, -9235580.483665 4859023.273766075))",26000,4,1,0
2895,"POLYGON ((-9235583.922735242 4858970.839941574, -9235603.922735242 4858990.839941574, -9235623.922735242 4858970.839941574, -9235583.922735242 4858970.839941574, -9235623.922735242 4858970.839941574, -9235623.922735242 4858940.839941574, -9235608.922735242 4858940.839941574, -9235608.922735242 4858955.839941574, -9235598.922735242 4858955.839941574, -9235598.922735242 4858940.839941574, -9235608.922735242 4858940.839941574, -9235583.922735242 4858940.839941574, -9235583.922735242 4858970.839941574))",72000,2,2,2
2896,"POLYGON ((-9235531.974921178 4858819.981848733, -9235551.974921178 4858839.981848733, -9235571.974921178 4858819.981848733, -9235531.974921178 4858819.981848733, -9235571.974921178 4858819.981848733, -9235571.974921178 4858789.981848733, -9235556.974921178 4858789.981848733, -9235556.974921178 4858804.981848733, -9235546.974921178 4858804.981848733, -9235546.974921178 4858789.981848733, -9235556.974921178 4858789.981848733, -9235531.974921178 4858789.981848733, -9235531.974921178 4858819.981848733))",69000,4,2,1
2897,"POLYGON ((-9235590.717858212 4858819.479011203, -9235610.717858212 4858839.479011203, -9235630.717858212 4858819.479011203, -9235590.717858212 4858819.479011203, -9235630.717858212 4858819.479011203, -9235630.717858212 4858789.479011203, -9235615.717858212 4858789.479011203, -9235615.717858212 4858804.479011203, -9235605.717858212 4858804.479011203, -9235605.717858212 4858789.479011203, -9235615.717858212 4858789.479011203, -9235590.717858212 4858789.479011203, -9235590.717858212 4858819.479011203))",45000,1,1,0
2898,"POLYGON ((-9235350.711510243 4858973.103071433, -9235370.711510243 4858993.103071433, -9235390.711510243 4858973.103071433, -9235350.711510243 4858973.103071433, -9235390.711510243 4858973.103071433, -9235390.711510243 4858943.103071433, -9235375.711510243 4858943.103071433, -9235375.711510243 4858958.103071433, -9235365.711510243 4858958.103071433, -9235365.711510243 4858943.103071433, -9235375.711510243 4858943.103071433, -9235350.711510243 4858943.103071433, -9235350.711510243 4858973.103071433))",63000,1,3,0
2899,"POLYGON ((-9236504.493839467 4858650.967954265, -9236524.493839467 4858670.967954265, -9236544.493839467 4858650.967954265, -9236504.493839467 4858650.967954265, -9236544.493839467 4858650.967954265, -9236544.493839467 4858620.967954265, -9236529.493839467 4858620.967954265, -9236529.493839467 4858635.967954265, -9236519.493839467 4858635.967954265, -9236519.493839467 4858620.967954265, -9236529.493839467 4858620.967954265, -9236504.493839467 4858620.967954265, -9236504.493839467 4858650.967954265))",163000,3,1,1
2900,"POLYGON ((-9236471.089452613 4858691.611835978, -9236491.089452613 4858711.611835978, -9236511.089452613 4858691.611835978, -9236471.089452613 4858691.611835978, -9236511.089452613 4858691.611835978, -9236511.089452613 4858661.611835978, -9236496.089452613 4858661.611835978, -9236496.089452613 4858676.611835978, -9236486.089452613 4858676.611835978, -9236486.089452613 4858661.611835978, -9236496.089452613 4858661.611835978, -9236471.089452613 4858661.611835978, -9236471.089452613 4858691.611835978))",67000,3,0,1
2901,"POLYGON ((-9236523.609060282 4858472.782508968, -9236543.609060282 4858492.782508968, -9236563.609060282 4858472.782508968, -9236523.609060282 4858472.782508968, -9236563.609060282 4858472.782508968, -9236563.609060282 4858442.782508968, -9236548.609060282 4858442.782508968, -9236548.609060282 4858457.782508968, -9236538.609060282 4858457.782508968, -9236538.609060282 4858442.782508968, -9236548.609060282 4858442.782508968, -9236523.609060282 4858442.782508968, -9236523.609060282 4858472.782508968))",30000,1,1,0
2902,"POLYGON ((-9236483.25332757 4858478.318109237, -9236503.25332757 4858498.318109237, -9236523.25332757 4858478.318109237, -9236483.25332757 4858478.318109237, -9236523.25332757 4858478.318109237, -9236523.25332757 4858448.318109237, -9236508.25332757 4858448.318109237, -9236508.25332757 4858463.318109237, -9236498.25332757 4858463.318109237, -9236498.25332757 4858448.318109237, -9236508.25332757 4858448.318109237, -9236483.25332757 4858448.318109237, -9236483.25332757 4858478.318109237))",20000,4,1,3
2903,"POLYGON ((-9236513.383561509 4858560.421197697, -9236533.383561509 4858580.421197697, -9236553.383561509 4858560.421197697, -9236513.383561509 4858560.421197697, -9236553.383561509 4858560.421197697, -9236553.383561509 4858530.421197697, -9236538.383561509 4858530.421197697, -9236538.383561509 4858545.421197697, -9236528.383561509 4858545.421197697, -9236528.383561509 4858530.421197697, -9236538.383561509 4858530.421197697, -9236513.383561509 4858530.421197697, -9236513.383561509 4858560.421197697))",36000,1,1,0
2904,"POLYGON ((-9236470.325499339 4858529.234107556, -9236490.325499339 4858549.234107556, -9236510.325499339 4858529.234107556, -9236470.325499339 4858529.234107556, -9236510.325499339 4858529.234107556, -9236510.325499339 4858499.234107556, -9236495.325499339 4858499.234107556, -9236495.325499339 4858514.234107556, -9236485.325499339 4858514.234107556, -9236485.325499339 4858499.234107556, -9236495.325499339 4858499.234107556, -9236470.325499339 4858499.234107556, -9236470.325499339 4858529.234107556))",39000,2,0,0
2905,"POLYGON ((-9236381.854480926 4858448.151391947, -9236401.854480926 4858468.151391947, -9236421.854480926 4858448.151391947, -9236381.854480926 4858448.151391947, -9236421.854480926 4858448.151391947, -9236421.854480926 4858418.151391947, -9236406.854480926 4858418.151391947, -9236406.854480926 4858433.151391947, -9236396.854480926 4858433.151391947, -9236396.854480926 4858418.151391947, -9236406.854480926 4858418.151391947, -9236381.854480926 4858418.151391947, -9236381.854480926 4858448.151391947))",15000,1,0,0
2906,"POLYGON ((-9236443.203104379 4858434.8414548235, -9236463.203104379 4858454.8414548235, -9236483.203104379 4858434.8414548235, -9236443.203104379 4858434.8414548235, -9236483.203104379 4858434.8414548235, -9236483.203104379 4858404.8414548235, -9236468.203104379 4858404.8414548235, -9236468.203104379 4858419.8414548235, -9236458.203104379 4858419.8414548235, -9236458.203104379 4858404.8414548235, -9236468.203104379 4858404.8414548235, -9236443.203104379 4858404.8414548235, -9236443.203104379 4858434.8414548235))",45000,3,3,3
2907,"POLYGON ((-9236515.411983319 4858279.363196081, -9236535.411983319 4858299.363196081, -9236555.411983319 4858279.363196081, -9236515.411983319 4858279.363196081, -9236555.411983319 4858279.363196081, -9236555.411983319 4858249.363196081, -9236540.411983319 4858249.363196081, -9236540.411983319 4858264.363196081, -9236530.411983319 4858264.363196081, -9236530.411983319 4858249.363196081, -9236540.411983319 4858249.363196081, -9236515.411983319 4858249.363196081, -9236515.411983319 4858279.363196081))",17000,4,2,2
2908,"POLYGON ((-9236459.759218292 4858308.613268982, -9236479.759218292 4858328.613268982, -9236499.759218292 4858308.613268982, -9236459.759218292 4858308.613268982, -9236499.759218292 4858308.613268982, -9236499.759218292 4858278.613268982, -9236484.759218292 4858278.613268982, -9236484.759218292 4858293.613268982, -9236474.759218292 4858293.613268982, -9236474.759218292 4858278.613268982, -9236484.759218292 4858278.613268982, -9236459.759218292 4858278.613268982, -9236459.759218292 4858308.613268982))",60000,4,1,1
2909,"POLYGON ((-9236570.378036123 4858297.523274903, -9236590.378036123 4858317.523274903, -9236610.378036123 4858297.523274903, -9236570.378036123 4858297.523274903, -9236610.378036123 4858297.523274903, -9236610.378036123 4858267.523274903, -9236595.378036123 4858267.523274903, -9236595.378036123 4858282.523274903, -9236585.378036123 4858282.523274903, -9236585.378036123 4858267.523274903, -9236595.378036123 4858267.523274903, -9236570.378036123 4858267.523274903, -9236570.378036123 4858297.523274903))",15000,3,3,1
2910,"POLYGON ((-9236523.027118476 4858330.095767584, -9236543.027118476 4858350.095767584, -9236563.027118476 4858330.095767584, -9236523.027118476 4858330.095767584, -9236563.027118476 4858330.095767584, -9236563.027118476 4858300.095767584, -9236548.027118476 4858300.095767584, -9236548.027118476 4858315.095767584, -9236538.027118476 4858315.095767584, -9236538.027118476 4858300.095767584, -9236548.027118476 4858300.095767584, -9236523.027118476 4858300.095767584, -9236523.027118476 4858330.095767584))",69000,3,1,1
